title,year,metacritic_score,metacritic_rank,oscars_nom,oscars_win,min_oscar_nom_metacritic_score,min_oscar_nom_rank,oscar_win_metacritic_score,oscar_win_rank,tie_rank
Apollo 10½: A Space Age Childhood,2022,79,75,0,0,63.0,296.0,81.0,51.0,5
Apollo 11,2019,88,13,0,0,58.0,353.0,96.0,1.0,2
"Apolonia, Apolonia",2024,77,97,0,0,70.0,192.0,91.0,10.0,4
Apostle,2018,62,347,0,0,49.0,490.0,69.0,224.0,20
Appaloosa,2008,64,151,0,0,58.0,199.0,84.0,10.0,13
Applause,2011,68,149,0,0,46.0,409.0,89.0,5.0,3
Apples,2022,77,111,0,0,63.0,296.0,81.0,51.0,11
Apprentice,2017,77,113,0,0,75.0,146.0,87.0,19.0,9
Approaching the Elephant,2015,82,49,0,0,76.0,119.0,93.0,6.0,6
April and the Extraordinary World,2016,85,25,0,0,69.0,220.0,99.0,1.0,2
Aquaman,2018,55,421,0,0,49.0,490.0,69.0,224.0,2
Aquarela,2019,80,79,0,0,58.0,353.0,96.0,1.0,14
Aquarius,2016,88,16,0,0,69.0,220.0,99.0,1.0,3
Aquí y Allá (Here and There),2012,67,175,0,0,63.0,234.0,86.0,12.0,12
"Arabian Nights: Volume 1, The Restless One",2015,81,55,0,0,76.0,119.0,93.0,6.0,3
"Arabian Nights: Volume 2, The Desolate One",2015,81,59,0,0,76.0,119.0,93.0,6.0,7
"Arabian Nights: Volume 3, The Enchanted One",2015,80,77,0,0,76.0,119.0,93.0,6.0,12
Araby,2018,82,57,0,0,49.0,490.0,69.0,224.0,5
Araya,2009,73,86,0,0,53.0,242.0,95.0,1.0,4
Arbitrage,2012,73,89,0,0,63.0,234.0,86.0,12.0,2
Archipelago,2014,82,45,0,0,71.0,166.0,87.0,16.0,4
Arctic,2019,71,174,0,0,58.0,353.0,96.0,1.0,1
"Are You There God? It's Me, Margaret",2023,84,34,0,0,77.0,109.0,89.0,12.0,3
"Argentina, 1985",2022,78,85,0,0,63.0,296.0,81.0,51.0,5
Argo,2012,86,12,1,1,63.0,234.0,86.0,12.0,3
Armadillo,2011,72,105,0,0,46.0,409.0,89.0,5.0,11
Armageddon Time,2022,74,147,0,0,63.0,296.0,81.0,51.0,12
Armored,2009,50,256,0,0,53.0,242.0,95.0,1.0,1
Armstrong,2019,57,359,0,0,58.0,353.0,96.0,1.0,1
Army of One,2005,72,95,0,0,66.0,165.0,66.0,165.0,7
Army of Shadows,2006,99,1,0,0,69.0,126.0,85.0,15.0,1
Army of Thieves,2021,49,440,0,0,49.0,437.0,72.0,171.0,8
Army of the Dead,2021,57,358,0,0,49.0,437.0,72.0,171.0,7
Arna's Children,2004,73,83,0,0,67.0,131.0,86.0,11.0,1
Arrebato (1979),2021,80,82,0,0,49.0,437.0,72.0,171.0,5
Arrival,2016,81,49,1,0,69.0,220.0,99.0,1.0,3
Art & Copy,2009,62,174,0,0,53.0,242.0,95.0,1.0,1
Art Bastard,2016,70,205,0,0,69.0,220.0,99.0,1.0,4
Arthur Christmas,2011,69,139,0,0,46.0,409.0,89.0,5.0,3
As I Open My Eyes,2016,74,142,0,0,69.0,220.0,99.0,1.0,16
Asako I & II,2019,68,233,0,0,58.0,353.0,96.0,1.0,15
Ascension,2021,84,41,0,0,49.0,437.0,72.0,171.0,3
Ash Is Purest White,2019,85,25,0,0,58.0,353.0,96.0,1.0,2
Asia,2021,77,106,0,0,49.0,437.0,72.0,171.0,2
Ask Dr. Ruth,2019,68,221,0,0,58.0,353.0,96.0,1.0,3
Assassination Nation,2018,54,426,0,0,49.0,490.0,69.0,224.0,1
Assassins,2020,74,133,0,0,72.0,170.0,88.0,12.0,8
Astro Boy,2009,53,244,0,0,53.0,242.0,95.0,1.0,4
At Berkeley,2013,81,38,0,0,75.0,95.0,96.0,1.0,1
At Eternity's Gate,2018,76,119,0,0,49.0,490.0,69.0,224.0,10
At War,2019,61,313,0,0,58.0,353.0,96.0,1.0,5
At the Edge of the World,2009,70,114,0,0,53.0,242.0,95.0,1.0,9
At the Ready,2021,78,103,0,0,49.0,437.0,72.0,171.0,8
Atanarjuat: The Fast Runner,2002,91,2,0,0,72.0,82.0,81.0,26.0,1
Athena,2022,73,170,0,0,63.0,296.0,81.0,51.0,18
Athlete A,2020,85,24,0,0,72.0,170.0,88.0,12.0,1
Atlantics,2019,85,27,0,0,58.0,353.0,96.0,1.0,4
Atlantis,2021,85,34,0,0,49.0,437.0,72.0,171.0,7
Atonement,2007,85,16,1,0,81.0,29.0,92.0,5.0,5
Attack the Block,2011,75,72,0,0,46.0,409.0,89.0,5.0,5
Attenberg,2012,73,100,0,0,63.0,234.0,86.0,12.0,13
Attica,2021,87,19,0,0,49.0,437.0,72.0,171.0,2
Audition,2001,70,94,0,0,66.0,123.0,72.0,79.0,3
Audrie & Daisy,2016,73,159,0,0,69.0,220.0,99.0,1.0,12
August Evening,2008,68,105,0,0,58.0,199.0,84.0,10.0,3
Augustine,2013,74,103,0,0,75.0,95.0,96.0,1.0,2
Aurora,2011,63,236,0,0,46.0,409.0,89.0,5.0,10
Author: The JT LeRoy Story,2016,72,174,0,0,69.0,220.0,99.0,1.0,10
Ava,2018,79,82,0,0,49.0,490.0,69.0,224.0,1
Avatar,2009,83,24,1,0,53.0,242.0,95.0,1.0,4
Avatar: The Way of Water,2022,67,240,1,0,63.0,296.0,81.0,51.0,1
Avengers: Endgame,2019,78,100,0,0,58.0,353.0,96.0,1.0,7
Avengers: Infinity War,2018,68,246,0,0,49.0,490.0,69.0,224.0,9
Away We Go,2009,58,206,0,0,53.0,242.0,95.0,1.0,6
Away from Her,2007,88,9,0,0,81.0,29.0,92.0,5.0,1
Azor,2021,88,15,0,0,49.0,437.0,72.0,171.0,1
BPM (Beats Per Minute),2017,84,41,0,0,75.0,146.0,87.0,19.0,3
Baadasssss!,2004,75,70,0,0,67.0,131.0,86.0,11.0,12
Babel,2006,69,126,1,0,69.0,126.0,85.0,15.0,1
Babes,2024,72,171,0,0,70.0,192.0,91.0,10.0,10
Baby Driver,2017,86,28,0,0,75.0,146.0,87.0,19.0,9
Babygirl,2024,79,70,0,0,70.0,192.0,91.0,10.0,1
Babylon,2019,80,75,0,0,58.0,353.0,96.0,1.0,10
Babyteeth,2020,77,95,0,0,72.0,170.0,88.0,12.0,6
Back to Burgundy,2018,58,384,0,0,49.0,490.0,69.0,224.0,1
Backspot,2024,74,138,0,0,70.0,192.0,91.0,10.0,3
Backstabbing for Beginners,2018,48,500,0,0,49.0,490.0,69.0,224.0,2
Bacurau,2020,82,50,0,0,72.0,170.0,88.0,12.0,9
Bad 25,2012,69,145,0,0,63.0,234.0,86.0,12.0,9
Bad Axe,2022,82,39,0,0,63.0,296.0,81.0,51.0,2
Bad Company,2001,70,92,0,0,66.0,123.0,72.0,79.0,1
Bad Education,2004,81,32,0,0,67.0,131.0,86.0,11.0,2
Bad Education,2020,79,69,0,0,72.0,170.0,88.0,12.0,3
Bad Hair,2014,74,126,0,0,71.0,166.0,87.0,16.0,8
Bad Luck Banging or Loony Porn,2021,74,154,0,0,49.0,437.0,72.0,171.0,13
Bad Reputation,2018,66,283,0,0,49.0,490.0,69.0,224.0,11
Bad Tales,2021,60,333,0,0,49.0,437.0,72.0,171.0,7
Bad Teacher,2011,47,401,0,0,46.0,409.0,89.0,5.0,3
Bad Times at the El Royale,2018,60,367,0,0,49.0,490.0,69.0,224.0,9
Bad Trip,2021,61,326,0,0,49.0,437.0,72.0,171.0,16
Baden Baden,2016,77,92,0,0,69.0,220.0,99.0,1.0,10
Baghead,2008,62,173,0,0,58.0,199.0,84.0,10.0,9
Bait,2023,83,45,0,0,77.0,109.0,89.0,12.0,6
Ballast,2008,84,16,0,0,58.0,199.0,84.0,10.0,7
Ballets Russes,2005,81,28,0,0,66.0,165.0,66.0,165.0,2
Ballplayer: Pelotero,2012,75,75,0,0,63.0,234.0,86.0,12.0,4
Bamako,2007,81,31,0,0,81.0,29.0,92.0,5.0,3
Bandslam,2009,66,147,0,0,53.0,242.0,95.0,1.0,8
Banel & Adama,2024,70,185,0,0,70.0,192.0,91.0,10.0,1
Baran,2001,79,32,0,0,66.0,123.0,72.0,79.0,4
Barb & Star Go to Vista Del Mar,2021,64,284,0,0,49.0,437.0,72.0,171.0,7
Barbara,2012,86,11,0,0,63.0,234.0,86.0,12.0,2
Barbarian,2022,78,98,0,0,63.0,296.0,81.0,51.0,18
Barbie,2023,80,77,1,0,77.0,109.0,89.0,12.0,5
Barking Dogs Never Bite,2001,66,120,0,0,66.0,123.0,72.0,79.0,3
Barney's Version,2011,67,171,0,0,46.0,409.0,89.0,5.0,10
Barracuda,2017,78,92,0,0,75.0,146.0,87.0,19.0,3
Barry,2016,72,179,0,0,69.0,220.0,99.0,1.0,15
Bart Got a Room,2009,57,209,0,0,53.0,242.0,95.0,1.0,2
Bathtubs Over Broadway,2018,78,96,0,0,49.0,490.0,69.0,224.0,7
Batman Begins,2005,70,117,0,0,66.0,165.0,66.0,165.0,2
Battle Royale,2012,81,36,0,0,63.0,234.0,86.0,12.0,6
Battle for Brooklyn,2011,71,114,0,0,46.0,409.0,89.0,5.0,5
Battle for Haditha,2008,65,137,0,0,58.0,199.0,84.0,10.0,5
Battle for Terra,2009,54,233,0,0,53.0,242.0,95.0,1.0,4
Be Here to Love Me: A Film About Townes Van Zandt,2005,69,131,0,0,66.0,165.0,66.0,165.0,4
Be Natural: The Untold Story of Alice Guy-Blaché,2019,76,116,0,0,58.0,353.0,96.0,1.0,3
Beach Rats,2017,78,99,0,0,75.0,146.0,87.0,19.0,10
Beanpole,2020,85,27,0,0,72.0,170.0,88.0,12.0,4
Beans,2021,74,144,0,0,49.0,437.0,72.0,171.0,3
Beast,2018,74,154,0,0,49.0,490.0,69.0,224.0,15
Beast Beast,2021,55,374,0,0,49.0,437.0,72.0,171.0,3
Beastie Boys Story,2020,74,128,0,0,72.0,170.0,88.0,12.0,3
Beasts of No Nation,2015,79,85,0,0,76.0,119.0,93.0,6.0,8
Beasts of the Southern Wild,2012,86,14,1,0,63.0,234.0,86.0,12.0,5
Beatles '64,2024,78,87,0,0,70.0,192.0,91.0,10.0,6
Beats,2020,74,138,0,0,72.0,170.0,88.0,12.0,13
Beats Rhymes & Life: The Travels of a Tribe Called Quest,2011,76,58,0,0,46.0,409.0,89.0,5.0,2
Beau Travail,2000,91,3,0,0,64.0,126.0,67.0,110.0,1
Beautiful Boxer,2005,66,166,0,0,66.0,165.0,66.0,165.0,8
Beautiful Boy,2011,62,244,0,0,46.0,409.0,89.0,5.0,6
Beautiful Boy,2018,62,332,0,0,49.0,490.0,69.0,224.0,5
Beautiful Darling,2011,69,140,0,0,46.0,409.0,89.0,5.0,4
Beautiful Losers,2008,59,195,0,0,58.0,199.0,84.0,10.0,7
Beautiful People,2000,79,25,0,0,64.0,126.0,67.0,110.0,5
Beauty Is Embarrassing,2012,72,113,0,0,63.0,234.0,86.0,12.0,11
Beauty and the Dogs,2018,65,292,0,0,49.0,490.0,69.0,224.0,3
Beauty in Trouble,2008,75,62,0,0,58.0,199.0,84.0,10.0,4
Beavis and Butt-Head Do the Universe,2022,70,204,0,0,63.0,296.0,81.0,51.0,9
Beba,2022,73,153,0,0,63.0,296.0,81.0,51.0,1
Beckett,2021,52,424,0,0,49.0,437.0,72.0,171.0,16
Becks,2018,64,310,0,0,49.0,490.0,69.0,224.0,8
Becoming Astrid,2018,71,194,0,0,49.0,490.0,69.0,224.0,13
Becoming Cousteau,2021,74,148,0,0,49.0,437.0,72.0,171.0,7
Becoming Traviata,2013,74,116,0,0,75.0,95.0,96.0,1.0,15
Beeswax,2009,69,119,0,0,53.0,242.0,95.0,1.0,5
Beetle Queen Conquers Tokyo,2010,75,62,0,0,74.0,75.0,88.0,8.0,1
Before I Forget,2008,78,47,0,0,58.0,199.0,84.0,10.0,1
Before Midnight,2013,94,3,0,0,75.0,95.0,96.0,1.0,1
Before Night Falls,2000,85,8,0,0,64.0,126.0,67.0,110.0,1
Before Sunset,2004,91,4,0,0,67.0,131.0,86.0,11.0,2
Before We Vanish,2018,64,307,0,0,49.0,490.0,69.0,224.0,5
Before You Know It,2019,61,312,0,0,58.0,353.0,96.0,1.0,4
Before the Devil Knows You're Dead,2007,86,10,0,0,81.0,29.0,92.0,5.0,1
Beginners,2011,81,33,0,0,46.0,409.0,89.0,5.0,2
Beginning,2021,81,70,0,0,49.0,437.0,72.0,171.0,5
Behemoth,2017,85,36,0,0,75.0,146.0,87.0,19.0,8
Behind the Sun,2001,73,69,0,0,66.0,123.0,72.0,79.0,2
Being 17,2016,83,38,0,0,69.0,220.0,99.0,1.0,5
Being Elmo: A Puppeteer's Journey,2011,71,110,0,0,46.0,409.0,89.0,5.0,1
Being the Ricardos,2021,60,335,0,0,49.0,437.0,72.0,171.0,9
Beirut,2018,69,226,0,0,49.0,490.0,69.0,224.0,6
Bel Canto,2018,50,478,0,0,49.0,490.0,69.0,224.0,3
Belfast,2021,75,137,1,0,49.0,437.0,72.0,171.0,6
Belladonna of Sadness (1973),2016,70,215,0,0,69.0,220.0,99.0,1.0,14
Belle,2022,83,32,0,0,63.0,296.0,81.0,51.0,5
Bellflower,2011,72,101,0,0,46.0,409.0,89.0,5.0,7
Belushi,2020,72,160,0,0,72.0,170.0,88.0,12.0,4
Ben Is Back,2018,66,276,0,0,49.0,490.0,69.0,224.0,4
Benda Bilili!,2011,77,54,0,0,46.0,409.0,89.0,5.0,2
Bending the Arc,2017,80,76,0,0,75.0,146.0,87.0,19.0,6
Benedetta,2021,75,139,0,0,49.0,437.0,72.0,171.0,8
Benediction,2022,81,57,0,0,63.0,296.0,81.0,51.0,8
Benjamin Smoke,2000,71,83,0,0,64.0,126.0,67.0,110.0,4
Benji,2018,53,445,0,0,49.0,490.0,69.0,224.0,8
Berberian Sound Studio,2013,80,49,0,0,75.0,95.0,96.0,1.0,4
Bergman Island,2021,80,87,0,0,49.0,437.0,72.0,171.0,10
Berlin,2008,72,71,0,0,58.0,199.0,84.0,10.0,2
Berlin Babylon,2001,67,114,0,0,66.0,123.0,72.0,79.0,2
Bernard and Huey,2018,57,402,0,0,49.0,490.0,69.0,224.0,5
Bernie,2012,75,76,0,0,63.0,234.0,86.0,12.0,5
Best Sellers,2021,54,381,0,0,49.0,437.0,72.0,171.0,2
Best Worst Thing That Ever Could Have Happened,2016,81,53,0,0,69.0,220.0,99.0,1.0,7
Best in Show,2000,78,32,0,0,64.0,126.0,67.0,110.0,4
Best of Enemies,2015,77,100,0,0,76.0,119.0,93.0,6.0,8
Bestiaire,2012,71,121,0,0,63.0,234.0,86.0,12.0,3
Better Living Through Circuitry,2000,70,94,0,0,64.0,126.0,67.0,110.0,7
Better Man,2024,77,98,0,0,70.0,192.0,91.0,10.0,5
Between Two Ferns: The Movie,2019,59,346,0,0,58.0,353.0,96.0,1.0,6
Between the Temples,2024,83,32,0,0,70.0,192.0,91.0,10.0,1
Beuys,2018,58,385,0,0,49.0,490.0,69.0,224.0,2
Beware of Mr. Baker,2012,78,53,0,0,63.0,234.0,86.0,12.0,1
Beyond The Visible: Hilma af Klint,2020,78,84,0,0,72.0,170.0,88.0,12.0,4
Beyond Utopia,2023,84,32,0,0,77.0,109.0,89.0,12.0,1
Beyond the Hills,2013,79,53,0,0,75.0,95.0,96.0,1.0,1
Beyond the Lights,2014,73,132,0,0,71.0,166.0,87.0,16.0,5
Beyond the Mat,2000,73,70,0,0,64.0,126.0,67.0,110.0,7
Big Animal,2004,73,86,0,0,67.0,131.0,86.0,11.0,4
Big Fan,2009,70,109,0,0,53.0,242.0,95.0,1.0,4
Big Fish & Begonia,2018,72,172,0,0,49.0,490.0,69.0,224.0,6
Big Hero 6,2014,74,125,0,0,71.0,166.0,87.0,16.0,7
Big Man Japan,2009,62,182,0,0,53.0,242.0,95.0,1.0,9
Big Men,2014,90,6,0,0,71.0,166.0,87.0,16.0,1
Big River Man,2009,68,128,0,0,53.0,242.0,95.0,1.0,4
Bigger Stronger Faster*,2008,80,36,0,0,58.0,199.0,84.0,10.0,4
Biggie: I Got a Story to Tell,2021,62,305,0,0,49.0,437.0,72.0,171.0,4
Bill Cunningham New York,2011,76,57,0,0,46.0,409.0,89.0,5.0,1
Bill Traylor: Chasing Ghosts,2021,80,81,0,0,49.0,437.0,72.0,171.0,4
Bill W.,2012,69,141,0,0,63.0,234.0,86.0,12.0,5
Billie Eilish: The World's a Little Blurry,2021,70,206,0,0,49.0,437.0,72.0,171.0,7
Billy Elliot,2000,74,60,0,0,64.0,126.0,67.0,110.0,7
Bingo Hell,2021,55,378,0,0,49.0,437.0,72.0,171.0,7
Bird,2024,74,155,0,0,70.0,192.0,91.0,10.0,20
Bird Box,2018,51,466,0,0,49.0,490.0,69.0,224.0,3
Bird People,2014,70,168,0,0,71.0,166.0,87.0,16.0,1
Birdboy: The Forgotten Children,2017,76,132,0,0,75.0,146.0,87.0,19.0,15
Birders: The Central Park Effect ,2013,79,57,0,0,75.0,95.0,96.0,1.0,5
Birdman or (The Unexpected Virtue of Ignorance),2014,87,16,1,1,71.0,166.0,87.0,16.0,1
Birds of Paradise,2021,57,353,0,0,49.0,437.0,72.0,171.0,2
Birds of Passage,2019,85,24,0,0,58.0,353.0,96.0,1.0,1
Bisbee '17,2018,87,34,0,0,49.0,490.0,69.0,224.0,11
Bitterbrush,2022,79,78,0,0,63.0,296.0,81.0,51.0,8
BlacKkKlansman,2018,83,51,1,0,49.0,490.0,69.0,224.0,5
Black '47,2018,65,301,0,0,49.0,490.0,69.0,224.0,12
Black Bear,2020,79,80,0,0,72.0,170.0,88.0,12.0,14
Black Box Diaries,2024,82,48,0,0,70.0,192.0,91.0,10.0,5
Black Butterflies,2012,66,198,0,0,63.0,234.0,86.0,12.0,14
Black Death,2011,71,117,0,0,46.0,409.0,89.0,5.0,8
Black Dynamite,2009,65,150,0,0,53.0,242.0,95.0,1.0,2
Black Gold,2006,69,130,0,0,69.0,126.0,85.0,15.0,5
Black Hawk Down,2001,74,58,0,0,66.0,123.0,72.0,79.0,1
Black Is King,2020,84,28,0,0,72.0,170.0,88.0,12.0,1
Black Mother,2019,86,21,0,0,58.0,353.0,96.0,1.0,4
Black Orpheus,2006,81,31,0,0,69.0,126.0,85.0,15.0,1
Black Panther,2018,88,23,1,0,49.0,490.0,69.0,224.0,8
Black Panther: Wakanda Forever,2022,67,247,0,0,63.0,296.0,81.0,51.0,8
Black Souls,2015,76,120,0,0,76.0,119.0,93.0,6.0,9
Black Swan,2010,79,44,1,0,74.0,75.0,88.0,8.0,7
Black Widow,2021,68,238,0,0,49.0,437.0,72.0,171.0,16
Black as Night,2021,53,408,0,0,49.0,437.0,72.0,171.0,13
BlackBerry,2023,78,94,0,0,77.0,109.0,89.0,12.0,3
Blackfish,2013,83,24,0,0,75.0,95.0,96.0,1.0,2
Blackthorn,2011,61,255,0,0,46.0,409.0,89.0,5.0,7
Blade Runner 2049,2017,81,60,0,0,75.0,146.0,87.0,19.0,1
Blame,2018,54,434,0,0,49.0,490.0,69.0,224.0,9
Blancanieves,2013,82,37,0,0,75.0,95.0,96.0,1.0,8
Blank City,2011,70,130,0,0,46.0,409.0,89.0,5.0,4
Blaze,2018,75,124,0,0,49.0,490.0,69.0,224.0,4
Blind,2015,83,39,0,0,76.0,119.0,93.0,6.0,8
Blind Ambition,2022,75,129,0,0,63.0,296.0,81.0,51.0,5
Blind Date,2009,51,250,0,0,53.0,242.0,95.0,1.0,3
Blind Mountain,2008,60,187,0,0,58.0,199.0,84.0,10.0,2
Blind Shaft,2004,78,45,0,0,67.0,131.0,86.0,11.0,3
Blind Spot. Hitler's Secretary,2003,79,36,0,0,72.0,73.0,94.0,1.0,2
Blinded by the Light,2019,71,185,0,0,58.0,353.0,96.0,1.0,12
Blindsight,2008,72,73,0,0,58.0,199.0,84.0,10.0,4
Blindspotting,2018,76,117,0,0,49.0,490.0,69.0,224.0,8
Bliss,2009,71,105,0,0,53.0,242.0,95.0,1.0,8
Blissfully Yours,2004,82,27,0,0,67.0,131.0,86.0,11.0,4
Blitz,2024,71,184,0,0,70.0,192.0,91.0,10.0,9
Blizzard of Souls,2021,63,296,0,0,49.0,437.0,72.0,171.0,7
Blockers,2018,69,223,0,0,49.0,490.0,69.0,224.0,3
Blood Relatives,2022,69,221,0,0,63.0,296.0,81.0,51.0,13
Bloody Hell,2021,52,425,0,0,49.0,437.0,72.0,171.0,17
"Bloody Nose, Empty Pockets",2020,83,35,0,0,72.0,170.0,88.0,12.0,1
Bloody Sunday,2002,90,3,0,0,72.0,82.0,81.0,26.0,1
Blow the Man Down,2020,72,161,0,0,72.0,170.0,88.0,12.0,5
Blue Bayou,2021,58,350,0,0,49.0,437.0,72.0,171.0,6
Blue Beard,2010,73,82,0,0,74.0,75.0,88.0,8.0,2
Blue Caprice,2013,76,76,0,0,75.0,95.0,96.0,1.0,1
Blue Car,2003,76,47,0,0,72.0,73.0,94.0,1.0,3
Blue Is the Warmest Color,2013,90,9,0,0,75.0,95.0,96.0,1.0,1
Blue Jasmine,2013,78,62,0,0,75.0,95.0,96.0,1.0,3
Blue Jay,2016,69,224,0,0,69.0,220.0,99.0,1.0,8
Blue Jean,2023,87,20,0,0,77.0,109.0,89.0,12.0,6
Blue Miracle,2021,48,445,0,0,49.0,437.0,72.0,171.0,5
Blue Note Records: Beyond the Notes,2019,71,176,0,0,58.0,353.0,96.0,1.0,3
Blue Ruin,2014,78,75,0,0,71.0,166.0,87.0,16.0,3
Blue Valentine,2010,81,29,0,0,74.0,75.0,88.0,8.0,2
"Bob Ross: Happy Accidents, Betrayal & Greed",2021,55,372,0,0,49.0,437.0,72.0,171.0,1
Bobby Fischer Against the World,2011,76,65,0,0,46.0,409.0,89.0,5.0,9
Bobby Sands: 66 Days,2016,71,196,0,0,69.0,220.0,99.0,1.0,13
Bodied,2018,75,123,0,0,49.0,490.0,69.0,224.0,3
Bodies Bodies Bodies,2022,69,213,0,0,63.0,296.0,81.0,51.0,5
Body of Lies,2008,57,208,0,0,58.0,199.0,84.0,10.0,3
Body of War,2008,60,188,0,0,58.0,199.0,84.0,10.0,3
Bohemian Rhapsody,2018,49,490,1,0,49.0,490.0,69.0,224.0,7
Boiler Room,2000,63,130,0,0,64.0,126.0,67.0,110.0,3
Boiling Point,2021,73,165,0,0,49.0,437.0,72.0,171.0,10
Bolt,2008,67,117,0,0,58.0,199.0,84.0,10.0,4
Bombay Beach,2011,74,82,0,0,46.0,409.0,89.0,5.0,3
Bombay Rose,2021,64,285,0,0,49.0,437.0,72.0,171.0,8
Bombshell,2019,64,278,0,0,58.0,353.0,96.0,1.0,7
Bon voyage,2004,68,123,0,0,67.0,131.0,86.0,11.0,5
Bones Brigade: An Autobiography,2012,66,185,0,0,63.0,234.0,86.0,12.0,1
Bones and All,2022,74,143,0,0,63.0,296.0,81.0,51.0,8
Bonsái,2012,65,213,0,0,63.0,234.0,86.0,12.0,11
Boogie,2021,54,389,0,0,49.0,437.0,72.0,171.0,10
Boogie Man: The Lee Atwater Story,2008,66,129,0,0,58.0,199.0,84.0,10.0,4
Book Club,2018,53,439,0,0,49.0,490.0,69.0,224.0,2
Booker's Place: A Mississippi Story,2012,78,57,0,0,63.0,234.0,86.0,12.0,5
Booksmart,2019,84,30,0,0,58.0,353.0,96.0,1.0,1
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,2018,72,176,0,0,49.0,490.0,69.0,224.0,10
"Booye kafoor, atre yas",2001,63,142,0,0,66.0,123.0,72.0,79.0,4
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,89,7,0,0,69.0,126.0,85.0,15.0,3
Border,2018,75,121,0,0,49.0,490.0,69.0,224.0,1
Borg vs. McEnroe,2018,63,321,0,0,49.0,490.0,69.0,224.0,8
Born Into Brothels: Calcutta's Red Light Kids,2004,78,44,0,0,67.0,131.0,86.0,11.0,2
Born Romantic,2001,68,107,0,0,66.0,123.0,72.0,79.0,6
Born to Be Wild,2011,66,177,0,0,46.0,409.0,89.0,5.0,2
Born to Fly,2014,78,74,0,0,71.0,166.0,87.0,16.0,2
Boss Level,2021,56,371,0,0,49.0,437.0,72.0,171.0,7
Both Sides of the Blade,2022,73,167,0,0,63.0,296.0,81.0,51.0,15
Bottom of the 9th,2019,58,352,0,0,58.0,353.0,96.0,1.0,4
Boundaries,2018,50,483,0,0,49.0,490.0,69.0,224.0,8
Bowling for Columbine,2002,72,80,0,0,72.0,82.0,81.0,26.0,5
Boxing Gym,2010,83,17,0,0,74.0,75.0,88.0,8.0,1
Boy,2012,70,136,0,0,63.0,234.0,86.0,12.0,9
Boy A,2008,75,60,0,0,58.0,199.0,84.0,10.0,2
Boy Erased,2018,69,225,0,0,49.0,490.0,69.0,224.0,5
Boy and the World,2015,80,74,0,0,76.0,119.0,93.0,6.0,9
Boyhood,2014,100,1,1,0,71.0,166.0,87.0,16.0,1
Boys State,2020,84,34,0,0,72.0,170.0,88.0,12.0,7
Brand Upon the Brain!,2007,79,41,0,0,81.0,29.0,92.0,5.0,4
Brave,2012,69,138,0,0,63.0,234.0,86.0,12.0,2
Braven,2018,61,350,0,0,49.0,490.0,69.0,224.0,3
Brawl in Cell Block 99,2017,79,88,0,0,75.0,146.0,87.0,19.0,5
Bread & Roses,2024,79,81,0,0,70.0,192.0,91.0,10.0,12
Bread and Tulips,2001,68,108,0,0,66.0,123.0,72.0,79.0,7
Breaking,2022,66,260,0,0,63.0,296.0,81.0,51.0,9
Breaking a Monster,2016,72,171,0,0,69.0,220.0,99.0,1.0,7
Breath,2018,71,199,0,0,49.0,490.0,69.0,224.0,18
Breathe,2015,78,90,0,0,76.0,119.0,93.0,6.0,2
Breathing,2012,66,199,0,0,63.0,234.0,86.0,12.0,15
Brian Banks,2019,58,349,0,0,58.0,353.0,96.0,1.0,1
Brian Wilson: Long Promised Road,2021,67,245,0,0,49.0,437.0,72.0,171.0,7
Brian and Charles,2022,66,252,0,0,63.0,296.0,81.0,51.0,1
Brick,2006,72,99,0,0,69.0,126.0,85.0,15.0,8
Brick Lane,2008,61,179,0,0,58.0,199.0,84.0,10.0,5
Bride Flight,2011,60,265,0,0,46.0,409.0,89.0,5.0,7
Brideshead Revisited,2008,64,144,0,0,58.0,199.0,84.0,10.0,6
Bridesmaids,2011,75,74,0,0,46.0,409.0,89.0,5.0,7
Bridge of Spies,2015,81,57,1,0,76.0,119.0,93.0,6.0,5
Bridget Jones's Diary,2001,66,124,0,0,66.0,123.0,72.0,79.0,7
Bright Leaves,2004,79,39,0,0,67.0,131.0,86.0,11.0,4
Bright Star,2009,81,36,0,0,53.0,242.0,95.0,1.0,3
Brighton 4th,2022,76,113,0,0,63.0,296.0,81.0,51.0,1
Brighton Rock,2011,57,308,0,0,46.0,409.0,89.0,5.0,11
Brittany Runs A Marathon,2019,72,164,0,0,58.0,353.0,96.0,1.0,1
"Broadway: The Golden Age, by the Legends Who Were There",2004,72,94,0,0,67.0,131.0,86.0,11.0,1
Brokeback Mountain,2005,87,6,1,0,66.0,165.0,66.0,165.0,3
Broken Embraces,2009,76,61,0,0,53.0,242.0,95.0,1.0,2
Broken Flowers,2005,79,43,0,0,66.0,165.0,66.0,165.0,2
Broker,2022,77,104,0,0,63.0,296.0,81.0,51.0,4
Bronson,2009,71,100,0,0,53.0,242.0,95.0,1.0,3
Brooklyn,2015,88,18,1,0,76.0,119.0,93.0,6.0,3
Brooklyn Castle,2012,77,66,0,0,63.0,234.0,86.0,12.0,8
Bros,2022,72,174,0,0,63.0,296.0,81.0,51.0,2
Brothers,2005,76,61,0,0,66.0,165.0,66.0,165.0,5
Brothers,2009,58,205,0,0,53.0,242.0,95.0,1.0,5
